Assignment group,FullDescr,Resolution notes
DPSMES Global L2,"ETO/MES - Issue This issue is in SALe - the report ""Printroom Order List"" seems to be missing some orders - this is a report used to send jobs to the shop for assembly.  Examples of orders missing are 44464585-001 , 44066521-004,005, 44469031-001,002 (Seneca -0046) orders. I spoke with Lorraine Stewart regarding this issue.","Problem: This issue is in SALe - the report ""Printroom Order List"" seems to be missing some orders - this is a report used to send jobs to the shop for assembly.  Examples of orders missing are 44464585-001 , 44066521-004,005, 44469031-001,002 (Seneca -0046) orders.
 
Cause: [ Main Cause Type:Knowledge;Sub Cause Type: User Process Knowledge ]
 
Action: None
""Mara Bell sent an email to me and said these jobs should show up tomorrow because they would be within a 15 business day window of the printroom start date""
 
Customer Confirmation: Yes"
DPSMES Global L2,"FAS - Login SESA ID / D ID: SESA39107
Caller's Name: Leon Eades
Call back number: +1 8648861858
Ticket #: INC0075474
Secondary Contact number: (Only for P1)
Email Address: reggie.eades@se.com
Related case #s (case history): N/A
Location, remote/hotel/office: Office

Application Name: FAS
Number of Known Affected Users: Single User

What is the issue/problem: Wasn't able to login
When did the issue/problem begin: Today
Logon id: N/A
Error message (if any): Synchronization Error
When was the last time it worked properly: Saturday morning - as per user
Have there been any changes to your PC since
the last time it worked properly: N/A
Have you changed your password recently: N/A

Additional Info's:

Plant location: Seneca

Troubleshooting / Details:

- Conduct authentication
- Customer told me that customers in the plant wasn't able to login to FAS
- About 5-10 customers affected
- Application is providing an error ""Synchronization Error""
- Customer wasn't able to run a reports
- Other customer having issues that when tried to access FAS
- It is asking for a different login ID
- Requesting assistance","We have helped users to resolve the issue. This issue is due to the FAS upgrade that occurred during the weekend, some PCs were not updated automatically we contact the software center team, and the build & Deployment team helped users and users confirmed PCs are working fine. "
DPSMES Global L2,"FAS - Password Reset SESA ID / D ID: SESA39107
Caller's Name: Leon Eades
Call back number: +1 8648861858
Ticket #: 
Secondary Contact number: (Only for P1)
Email Address: reggie.eades@se.com
Related case #s (case history): N/A
Location, remote/hotel/office: Home

Application Name: FAS
Number of Known Affected Users: Single User

What is the issue/problem: Wasn't able to login due to incorrect password
When did the issue/problem begin: Today
Logon id: SESA39107
Error message (if any): Unable to access and verify password
When was the last time it worked properly: N/A
Have there been any changes to your PC since
the last time it worked properly: N/A
Have you changed your password recently: N/A

Additional Info's:


Troubleshooting / Details:

- Conduct authentication
- Customer wasn't able to login to FAS
- Error occurs
- Requesting assistance for password reset of credentials",Contact user to explain FAS now works with SESA.
DPSMES Global L2,FAS application running really slow  FAS application running really slow ,Some program were running slow and affecting FAS.
DPSMES Global L2,"FAS Login FAS, unable to login","Problem: FAS, unable to login
 
Cause: [ Main Cause Type:Code;Sub Cause Type: Implementation defect ]
 
Action: Fix pushed thru Software Center.
 
Customer Confirmation: N/A"
DPSMES Global L2,"FAS Not working It say the application needs to resync, but the real problem is FAS has not updated 
SESA ID / D ID: SESA129407
Caller's Name:  Tony Hester
Contact number: +1 8648861704
Email Address: Tony.Hester@se.com
Related ticket IMS0076639
Location: SENECA plant

Application Name: FAS

Number of Known Affected Users: Single

What is the issue/problem: FAS Not working It say the application needs to resync, but the real problem is FAS has not updated

Logon id: MSNA60
Error message (if any): Internal Error at Application Synchronization Manager. You must synchronize your application with that on the server Msg ID: MBCM000580

Detailed Notes (troubleshooting steps): 

- run sync decision tool Normal completion but still getting an error, Also use sync > special
- restart pc
- still not working
- check if app needs an update. shows there's a pending FAS update under software center -- failed to install 
- said his other co-worker already updated this application.

- escalate to level 2 for further assistance with configuration whether this needs to be Uninstalled/re-installed 


Which RKM or Knowledge Article Title did we use? 
N/A

-EOC-
",User was able to update FAS himself.
DPSMES Global L2,"FAS/FES - Login Issue SESA ID: 	SESA562535
Caller’s Name: 	Faith Hall
Contact number: +1 704-918-0432
Email Address: 	faith.hall@se.com
Location, remote/hotel/office: 	
Application Name: 	FAS/FES
Number of Known Affected Users: Single user	
What is the issue/problem: User still unable to log-in to FAS/FES, even after 
Logon id: 	MCOA83
Troubleshooting steps (detailed): 	
User provided FAS/FES access request ticket RITM0103419/SCTASK0106091
Ticket is completed, she can log with provided user and password to Q2C but not to FAS/FES
She tried with provided account MCOA83 and also with SESA credentials

Assigned ticket to ATOS Electronic Security NAM L2, please assist user with credentials issue","Problem: FAS/FES - Login Issue
 
Cause: [ Main Cause Type:Data;Sub Cause Type: Duplicate data ]
 
Action: User have multiple account so I disable one adding a 'X' at the end of her SESA.
 
Customer Confirmation: Yes"
DPSMES Global L2,"Issue printing on MOM SESA ID / D ID: SESA133753
Caller’s Name: LAZARO EFRAIN VAZQUEZ
Call back number: 
Email Address: LAZAROEFRAIN.VAZQUEZ@se.com
Related case #s (case history): None
Location, remote/hotel/office: Office



Application Name: MOM
Number of Known Affected Users: 1



What is the issue/problem: problems printing electrical diagrams on MOM
When did the issue/problem begin: Today
Logon id: SESA133753
Error message (if any): error with FLEXlm license
When was the last time it worked properly: an hour ago
Have there been any changes to your PC since
the last time it worked properly: no
Have you changed your password recently: no




Troubleshooting steps (detailed):
-problems printing diagrams on MOM
-user told to raise ticket to MESAUT
-Escalating ticket to MESAUT NAM L2",New Lísenseme applied
DPSMES Global L2,IT General Inquiry OFO Tracker is down,Workaround applied.
DPSMES Global L2,IT General Inquiry OFO Tracker is down - The warehouse associates can't scan parts out of location.,Web.config changed as error describes.
DPSMES Global L2,IT General Inquiry OFO Tracker SERVICE ERROR,Servers in the cluster where OFO runs are not sync in terms of configuration or something. We are addressing this problem every week and we are working with infrastructure team to find the root cause for this problem.
DPSMES Global L2,"Job  UXSNS050 Ended not OK @ 5/19/2022 3:48:48 PM **SWIVEL TICKET**

EventID: ATF-NAMUMFTMDX01-EVENT-854e9cb8-71e1-11eb-82e9-005056ab4d4f-5032152
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Mon Apr 11 18:32:37 EDT 2022, memname: salpsdwnload.scr  order_id: 2eott severity: V status: Not_Noticed  send_time: 20220411183237 last_user:   last_time: , call_type: I alert_id: 444142  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-11T22:37:11Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: UXSNS050, host_id: es30b.c076.us.schneider-electric.com, message: Ended not OK, Mon Apr 11 18:32:37 EDT 2022, memname: salpsdwnload.scr  order_id: 2eott severity: V status: Not_Noticed  send_time: 20220411183237 last_user:   last_time: , call_type: I alert_id: 444142  data_center: Production
EventSteadyState: Stateless
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF

JM
Jenefer M
Work notes•2022-05-19 16:47:57

Hi SD Team,
Please create a SEV3 incident for DPSMES group.
Job UXSNS050 Ended not OK
As per David job restarted from failed step 2 and it completed fine.

","Problem: Job  UXSNS050 Ended not OK @ 5/19/2022 3:48:48 PM
 
Cause: [ Main Cause Type:Data;Sub Cause Type: Special character ]
 
Action: Skiped problematic order
 
Customer Confirmation: NA"
DPSMES Global L2,"Job FASKBEXT Ended Not Ok ATOS SNOW Ticket #:   INC029723154

Job FASKBEXT Ended Not Ok


TS
Tejesh Vuddagiri Naga Venkata Sai
Work notes•2022-03-31 06:53:52
Hi SD Team,
Please create a sev 2 incident for DPSMES group.
Job FASKBEXT Ended Not Ok
Notified to saran
",Manual upload.
DPSMES Global L2,"Job FASKBEXT Ended Not Ok Job FASKBEXT Ended Not Ok

TS
Tejesh Vuddagiri Naga Venkata Sai
Work notes•2022-03-30 07:55:36

Hi SD Team,
Please create a sev 2 incident for DPSMES group.
Job FASKBEXT Ended Not Ok
Notified to saran
","Problem: Job FASKBEXT Ended Not Ok
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: FTP service unavailable ]
 
Action: Upload file manually
 
Customer Confirmation: N/A"
DPSMES Global L2,"Job UXFASUED from the application ES30-FASORD has failed at 5/2/2022 9:31 AM EST EventID: ATF-NAMUMFTMDX01-EVENT-854e9cb8-71e1-11eb-82e9-005056ab4d4f-5166707
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: UXFASUED, host_id: es30b.c076.us.schneider-electric.com, message: UXFASUED HAS NOT STARTED! RAISE SEV2 TKT TO DPSMES, Mon May  2 09:00:01 EDT 2022, memname: fas3dbued.scr  order_id: 2f489 severity: U status: Not_Noticed  send_time: 20220502090000 last_user:   last_time: , call_type: I alert_id: 445953  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-02T13:10:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
EventSteadyState: Stateless
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: UXFASUED, host_id: es30b.c076.us.schneider-electric.com, message: UXFASUED HAS NOT STARTED! RAISE SEV2 TKT TO DPSMES, Mon May  2 09:00:01 EDT 2022, memname: fas3dbued.scr  order_id: 2f489 severity: U status: Not_Noticed  send_time: 20220502090000 last_user:   last_time: , call_type: I alert_id: 445953  data_center: Production
KPIID: dummy1

BS
Balashanmugham Sankaranarayanan
Additional comments•2022-05-02 09:57:22

Job UXFASUED from the application ES30-FASORD has failed at 5/2/2022 9:31 AM EST
Informed David (David.Gallardo@se.com)
Ticket needs to be assigned to DPSMES team with SEV2
","Had Ops rename the cataloged file----- >  PINV.ICSEDT.FAS3.ORDEDITS  from previous run.
Then  had Ops team-re-run UXFASUED for a successful run."
DPSMES Global L2,"Label Shop Issue SESA ID: SESA131024
Caller's name: Josue Lamartiniere
E-mail address: Josue.Lamartiniere@se.com
Primary contact no.: 8596198830
Alternate contact no.: NA
User's site or office location:  Lexington KY
Number of users currently known affected: 1
Application name/s affected: Label Shop

What is the exact issue?  

- As soon as user enters his credentials he gets an error

""Microsoft Visual C++ runtime library

""Runtime error"" Abnormal Program termination

- User has already restarted the system and the application

Service stopped or partially impacted: Production Line
Exact error message: ""Runtime error"" Abnormal Program termination

Business impact (How does this issue affect the Schneider business?):

Stoppage in the line assembly workflow
","Spoken with the user, and they used the new version on the XP machine, whereas they suppose to use Old Lableshop, someone on the plant advised them later and they used the old version and it worked by the time we called and the user agreed to close the ticket. "
DPSMES Global L2,"Label Software - Label Shop Issue SESA ID: SESA543900
Caller’s Name: Omar Hernandez
Call back number: on teams 
Email Address: OMAR.HERNANDEZ1@se.com
Location, remote/hotel/office: onsite

RKM ID / KA Title: NO RKM 

Application Name: Label Shop 

What is the issue/problem: Label Software - Label Shop Issue
When did the issue/problem begin: Today 
Error message (if any): Please see attached photo 
When was the last time it worked properly: Yesterday 
Have there been any changes to your PC since
the last time it worked properly: None 


Detailed Notes:

- End user can't access Label Shop 
- restarted the app but issue persist 
- Please see attached photo for the error he is getting 
- Escalating to DPSMES Global L2 for further assistance ",Isolated network issue.
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue After recent upgrade i can not access FES/FAS using my sesa number,This user needed to use a SESI instead of her SESA.
DPSMES Global L2,"Manufacturing Management App Issue - FAS/FES - Issue cambiaron el acceso, y mi sesa no está dada de alta para ingresar a la aplicación, no puedo imprimir los tickets de las órdenes especiales para embarcarlas",Assuming user is no longer facing this issue since there is no response from user.
DPSMES Global L2,"Manufacturing Management App Issue - FAS/FES - Issue Can you please reset my password ?
Thanks,",User's credentials (SESA) are working ok.
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue Change of password,Q2C password was used instead of SESA one.
DPSMES Global L2,"Manufacturing Management App Issue - FAS/FES - Issue FAS issue 
there was a new laptop assigned like a month ago, it was expected to have all the functions that were in the previous one for the operation... if i were told that i should be the one who take care of all the information , meaning apps, docs, access , etc i'll choose not to change the equipment. 
i attach one example of access to run one program that it's linked to the daily process.",Laptop was sent to warranty.
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue FAS will not update in software center. I cannot use FAS.,Ask Jeffrey to install FAS automatically.
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue I am getting an error code: Internal error at of _VerifyEmployee: Alt Login Stored Procedure Return Cold+ --88.,Number of tries was reset on the database.
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue I can't reach FAS Performance to Smyrna and I need to download an report urgently,FAS deployed successfully to users PC.
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue I have forgotten my password and need it reset for FAS,Password sent to user.
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue Keith requires admin capability for FAS (Team Leader for Fabrication),User have admin rights.
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue not able to log in due to new update,Tried contacting Tranham Woodward on several occasions in Team but there was no response from Tranham Woodward.  Therefore closing the ticket.
DPSMES Global L2,"Manufacturing Management App Issue - FAS/FES - Issue Recent upgrade (4/24/2022) to require using SESA id to login versus MSN as previously.  Do no know what password to use and doing a password reset did not help.  I tried my former FAS login password with the Sesa credentials as well as my network and no luck.  Please note, I have access to create nest within FES and will need this capability.","FAS working fine now, probably after PC reboot changes were reflected on PC."
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue SAL will not open it gives a error,Issue has been resolved. We had to turn off the remaining XGS (IPS-XGS-3100-NAM-US-SENECA) and that solved the issue. Waiting on confirmation that the XGS needs to be unracked
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue There is a production computer that will not release any orders on FAS. It has been updated to the latest version of FAS 9.00 and is currently logged in as SESI012067,"Problem: There is a production computer that will not release any orders on FAS. It has been updated to the latest version of FAS 9.00 and is currently logged in as SESI012067
 
Cause: [ Main Cause Type:Patch/ Release;Sub Cause Type: Configuration issue ]
 
Action: Missed DNS suffixes were added and firewall rule was added too.
 
Customer Confirmation: Yes"
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue We cannot login to FAS update stuck in software center,FAS deployed successfully to users PC.
DPSMES Global L2,"Manufacturing Management App Issue - FAS/FES - Issue We enter the USID & Password , the program closes back out. No response",Ask user to use SESA credentials.
DPSMES Global L2,Manufacturing Management App Issue - FAS/FES - Issue We have a shipment to Athens TX DC that did not tranlate from FAS to SAP.  This is preventing the DC from receiving material in.  Bld/Load Number is 0461260 is still pending in FAS to create the SAP order number.,"Problem: We have a shipment to Athens TX DC that did not tranlate from FAS to SAP.  This is preventing the DC from receiving material in.  Bld/Load Number is 0461260 is still pending in FAS to create the SAP order number.
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: Service not running ]
 
Action: Put orders back to P status and they were processed,
 
Customer Confirmation: Yes"
